TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HH;4408;35_39;2
HH;4408;40_49;0
HH;4408;50_59;1
HH;4408;60_PL;1
HH;4410;14_19;0
HH;4410;20_24;2
HH;4410;25_29;6
HH;4410;30_34;1
HH;4410;35_39;1
HH;4410;40_49;3
HH;4410;50_59;1
HH;4410;60_PL;1
HH;4451;14_19;0
HH;4451;20_24;1
HH;4451;25_29;4
HH;4451;30_34;7
HH;4451;35_39;8
HH;4451;40_49;4
HH;4451;50_59;5
HH;4451;60_PL;2
HH;4452;14_19;0
HH;4452;20_24;0
HH;4452;25_29;0
HH;4452;30_34;0
HH;4452;35_39;0
HH;4452;40_49;2
HH;4452;50_59;0
HH;4452;60_PL;0
HH;4454;14_19;0
HH;4454;20_24;1
HH;4454;25_29;10
HH;4454;30_34;13
HH;4454;35_39;13
HH;4454;40_49;10
HH;4454;50_59;9
HH;4454;60_PL;5
HH;4455;14_19;0
HH;4455;20_24;1
HH;4455;25_29;4
HH;4455;30_34;4
HH;4455;35_39;4
HH;4455;40_49;2
HH;4455;50_59;0
HH;4455;60_PL;0
HH;4457;14_19;0
HH;4457;20_24;3
HH;4457;25_29;12
HH;4457;30_34;15
HH;4457;35_39;14
HH;4457;40_49;11
HH;4457;50_59;15
HH;4457;60_PL;6
HH;4467;14_19;0
HH;4467;20_24;2
HH;4467;25_29;10
HH;4467;30_34;23
HH;4467;35_39;8
HH;4467;40_49;13
HH;4467;50_59;10
HH;4467;60_PL;8
HH;4468;14_19;0
HH;4468;20_24;1
HH;4468;25_29;3
HH;4468;30_34;9
HH;4468;35_39;5
HH;4468;40_49;11
HH;4468;50_59;8
HH;4468;60_PL;2
HH;4488;14_19;0
HH;4488;20_24;1
HH;4488;25_29;2
HH;4488;30_34;4
HH;4488;35_39;5
HH;4488;40_49;2
HH;4488;50_59;1
HH;4488;60_PL;2
HH;5244;14_19;0
HH;5244;20_24;4
HH;5244;25_29;17
HH;5244;30_34;24
HH;5244;35_39;24
HH;5244;40_49;25
HH;5244;50_59;33
HH;5244;60_PL;8
HH;5249;14_19;0
HH;5249;20_24;3
HH;5249;25_29;4
HH;5249;30_34;12
HH;5249;35_39;14
HH;5249;40_49;14
HH;5249;50_59;7
HH;5249;60_PL;4
HH;5253;14_19;0
HH;5253;20_24;0
HH;5253;25_29;1
HH;5253;30_34;1
HH;5253;35_39;1
HH;5253;40_49;5
HH;5253;50_59;1
HH;5253;60_PL;0
HH;5272;14_19;0
HH;5272;20_24;2
HH;5272;25_29;0
HH;5272;30_34;5
HH;5272;35_39;13
HH;5272;40_49;18
HH;5272;50_59;10
HH;5272;60_PL;3
HH;5285;14_19;0
HH;5285;20_24;0
HH;5285;25_29;10
HH;5285;30_34;4
HH;5285;35_39;6
HH;5285;40_49;12
HH;5285;50_59;7
HH;5285;60_PL;5
HH;5322;14_19;0
HH;5322;20_24;0
HH;5322;25_29;7
HH;5322;30_34;1
HH;5322;35_39;3
HH;5322;40_49;6
HH;5322;50_59;7
HH;5322;60_PL;1
HH;5329;14_19;0
HH;5329;20_24;1
HH;5329;25_29;6
HH;5329;30_34;11
HH;5329;35_39;9
HH;5329;40_49;12
HH;5329;50_59;11
HH;5329;60_PL;9
HH;5335;14_19;0
HH;5335;20_24;1
HH;5335;25_29;8
HH;5335;30_34;8
HH;5335;35_39;11
HH;5335;40_49;20
HH;5335;50_59;18
HH;5335;60_PL;3
HH;5356;14_19;0
HH;5356;20_24;0
HH;5356;25_29;10
HH;5356;30_34;12
HH;5356;35_39;6
HH;5356;40_49;7
HH;5356;50_59;1
HH;5356;60_PL;5
HH;7516;14_19;0
HH;7516;20_24;4
HH;7516;25_29;4
HH;7516;30_34;8
HH;7516;35_39;9
HH;7516;40_49;7
HH;7516;50_59;9
HH;7516;60_PL;4
HH;7517;14_19;0
HH;7517;20_24;3
HH;7517;25_29;5
HH;7517;30_34;7
HH;7517;35_39;9
HH;7517;40_49;15
HH;7517;50_59;12
HH;7517;60_PL;6
HH;7519;14_19;0
HH;7519;20_24;0
HH;7519;25_29;1
HH;7519;30_34;6
HH;7519;35_39;4
HH;7519;40_49;8
HH;7519;50_59;2
HH;7519;60_PL;0
HH;7523;14_19;0
HH;7523;20_24;0
HH;7523;25_29;0
HH;7523;30_34;2
HH;7523;35_39;1
HH;7523;40_49;1
HH;7523;50_59;1
HH;7523;60_PL;1
HH;7524;14_19;0
HH;7524;20_24;0
HH;7524;25_29;4
HH;7524;30_34;7
HH;7524;35_39;9
HH;7524;40_49;5
HH;7524;50_59;6
HH;7524;60_PL;7
HH;7533;14_19;0
HH;7533;20_24;9
HH;7533;25_29;20
HH;7533;30_34;29
HH;7533;35_39;14
HH;7533;40_49;47
HH;7533;50_59;32
HH;7533;60_PL;12
HH;7540;14_19;0
HH;7540;20_24;1
HH;7540;25_29;4
HH;7540;30_34;7
HH;7540;35_39;2
HH;7540;40_49;6
HH;7540;50_59;9
HH;7540;60_PL;4
HH;7547;14_19;0
HH;7547;20_24;1
HH;7547;25_29;3
HH;7547;30_34;1
HH;7547;35_39;1
HH;7547;40_49;2
HH;7547;50_59;3
HH;7547;60_PL;1
HH;7564;14_19;0
HH;7564;20_24;1
HH;7564;25_29;6
HH;7564;30_34;6
HH;7564;35_39;8
HH;7564;40_49;16
HH;7564;50_59;14
HH;7564;60_PL;7
HH;7579;14_19;0
HH;7579;20_24;2
HH;7579;25_29;1
HH;7579;30_34;8
HH;7579;35_39;4
HH;7579;40_49;6
HH;7579;50_59;4
HH;7579;60_PL;1
HH;7586;14_19;0
HH;7586;20_24;0
HH;7586;25_29;4
HH;7586;30_34;5
HH;7586;35_39;2
HH;7586;40_49;6
HH;7586;50_59;5
HH;7586;60_PL;1
HH;7587;14_19;0
HH;7587;20_24;0
HH;7587;25_29;2
HH;7587;30_34;4
HH;7587;35_39;1
HH;7587;40_49;15
HH;7587;50_59;4
HH;7587;60_PL;1
HH;7609;14_19;0
HH;7609;20_24;0
HH;7609;25_29;0
HH;7609;30_34;2
HH;7609;35_39;0
HH;7609;40_49;1
HH;7609;50_59;0
HH;7609;60_PL;0
HH;7611;14_19;0
HH;7611;20_24;1
HH;7611;25_29;6
HH;7611;30_34;4
HH;7611;35_39;4
HH;7611;40_49;11
HH;7611;50_59;6
HH;7611;60_PL;8
HH;7612;14_19;0
HH;7612;20_24;2
HH;7612;25_29;1
HH;7612;30_34;1
HH;7612;35_39;0
HH;7612;40_49;3
HH;7612;50_59;1
HH;7612;60_PL;2
HH;7630;14_19;0
HH;7630;20_24;2
HH;7630;25_29;9
HH;7630;30_34;7
HH;7630;35_39;9
HH;7630;40_49;14
HH;7630;50_59;17
HH;7630;60_PL;8
HH;7631;14_19;0
HH;7631;20_24;3
HH;7631;25_29;9
HH;7631;30_34;19
HH;7631;35_39;14
HH;7631;40_49;29
HH;7631;50_59;26
HH;7631;60_PL;9
HH;7632;14_19;0
HH;7632;20_24;0
HH;7632;25_29;3
HH;7632;30_34;1
HH;7632;35_39;0
HH;7632;40_49;2
HH;7632;50_59;6
HH;7632;60_PL;0
HH;7634;14_19;0
HH;7634;20_24;7
HH;7634;25_29;9
HH;7634;30_34;24
HH;7634;35_39;15
HH;7634;40_49;33
HH;7634;50_59;36
HH;7634;60_PL;12
HH;7646;14_19;0
HH;7646;20_24;0
HH;7646;25_29;0
HH;7646;30_34;0
HH;7646;35_39;1
HH;7646;40_49;1
HH;7646;50_59;0
HH;7646;60_PL;0
HH;7648;14_19;0
HH;7648;20_24;0
HH;7648;25_29;0
HH;7648;30_34;4
HH;7648;35_39;2
HH;7648;40_49;1
HH;7648;50_59;3
HH;7648;60_PL;1
HH;7665;14_19;0
HH;7665;20_24;0
HH;7665;25_29;1
HH;7665;30_34;4
HH;7665;35_39;6
HH;7665;40_49;1
HH;7665;50_59;4
HH;7665;60_PL;3
HH;7666;14_19;0
HH;7666;20_24;0
HH;7666;25_29;0
HH;7666;30_34;5
HH;7666;35_39;6
HH;7666;40_49;10
HH;7666;50_59;16
HH;7666;60_PL;9
HH;7681;14_19;0
HH;7681;20_24;1
HH;7681;25_29;1
HH;7681;30_34;4
HH;7681;35_39;7
HH;7681;40_49;8
HH;7681;50_59;5
HH;7681;60_PL;3
HH;7682;14_19;0
HH;7682;20_24;1
HH;7682;25_29;1
HH;7682;30_34;4
HH;7682;35_39;1
HH;7682;40_49;0
HH;7682;50_59;1
HH;7682;60_PL;1
HH;8401;14_19;0
HH;8401;20_24;4
HH;8401;25_29;5
HH;8401;30_34;10
HH;8401;35_39;15
HH;8401;40_49;8
HH;8401;50_59;7
HH;8401;60_PL;3
HH;8403;14_19;0
HH;8403;20_24;2
HH;8403;25_29;5
HH;8403;30_34;7
HH;8403;35_39;8
HH;8403;40_49;0
HH;8403;50_59;1
HH;8403;60_PL;1
HH;8407;14_19;0
HH;8407;20_24;0
HH;8407;25_29;2
HH;8407;30_34;2
HH;8407;35_39;2
HH;8407;40_49;5
HH;8407;50_59;3
HH;8407;60_PL;6
HH;8415;14_19;0
HH;8415;20_24;0
HH;8415;25_29;3
HH;8415;30_34;0
HH;8415;35_39;1
HH;8415;40_49;0
HH;8415;50_59;0
HH;8415;60_PL;0
HH;8426;14_19;0
HH;8426;20_24;0
HH;8426;25_29;6
HH;8426;30_34;17
HH;8426;35_39;5
HH;8426;40_49;8
HH;8426;50_59;2
HH;8426;60_PL;1
HH;8438;14_19;0
HH;8438;20_24;1
HH;8438;25_29;10
HH;8438;30_34;9
HH;8438;35_39;15
HH;8438;40_49;19
HH;8438;50_59;10
HH;8438;60_PL;3
HH;8442;14_19;0
HH;8442;20_24;3
HH;8442;25_29;4
HH;8442;30_34;11
HH;8442;35_39;8
HH;8442;40_49;12
HH;8442;50_59;7
HH;8442;60_PL;2
HH;8443;14_19;0
HH;8443;20_24;0
HH;8443;25_29;2
HH;8443;30_34;1
HH;8443;35_39;2
HH;8443;40_49;1
HH;8443;50_59;0
HH;8443;60_PL;0
HH;8463;14_19;0
HH;8463;20_24;2
HH;8463;25_29;8
HH;8463;30_34;7
HH;8463;35_39;3
HH;8463;40_49;9
HH;8463;50_59;8
HH;8463;60_PL;4
HH;8469;14_19;0
HH;8469;20_24;8
HH;8469;25_29;23
HH;8469;30_34;46
HH;8469;35_39;33
HH;8469;40_49;43
HH;8469;50_59;30
HH;8469;60_PL;26
HH;8473;14_19;0
HH;8473;20_24;0
HH;8473;25_29;4
HH;8473;30_34;7
HH;8473;35_39;9
HH;8473;40_49;9
HH;8473;50_59;4
HH;8473;60_PL;0
HH;8474;14_19;0
HH;8474;20_24;2
HH;8474;25_29;10
HH;8474;30_34;12
HH;8474;35_39;10
HH;8474;40_49;14
HH;8474;50_59;12
HH;8474;60_PL;6
HH;9304;14_19;0
HH;9304;20_24;0
HH;9304;25_29;0
HH;9304;30_34;1
HH;9304;35_39;1
HH;9304;40_49;1
HH;9304;50_59;4
HH;9304;60_PL;3
HH;9305;14_19;0
HH;9305;20_24;0
HH;9305;25_29;1
HH;9305;30_34;9
HH;9305;35_39;4
HH;9305;40_49;1
HH;9305;50_59;2
HH;9305;60_PL;0
HH;9306;14_19;0
HH;9306;20_24;2
HH;9306;25_29;15
HH;9306;30_34;22
HH;9306;35_39;24
HH;9306;40_49;24
HH;9306;50_59;38
HH;9306;60_PL;21
HH;9313;14_19;0
HH;9313;20_24;4
HH;9313;25_29;16
HH;9313;30_34;20
HH;9313;35_39;20
HH;9313;40_49;37
HH;9313;50_59;37
HH;9313;60_PL;17
HH;9383;14_19;0
HH;9383;20_24;1
HH;9383;25_29;7
HH;9383;30_34;7
HH;9383;35_39;15
HH;9383;40_49;19
HH;9383;50_59;20
HH;9383;60_PL;16
HH;9384;14_19;0
HH;9384;20_24;1
HH;9384;25_29;10
HH;9384;30_34;9
HH;9384;35_39;14
HH;9384;40_49;13
HH;9384;50_59;10
HH;9384;60_PL;9
HH;942A;14_19;1
HH;942A;20_24;0
HH;942A;25_29;1
HH;942A;30_34;4
HH;942A;35_39;0
HH;942A;40_49;0
HH;942A;50_59;4
HH;942A;60_PL;2
HH;942B;14_19;0
HH;942B;20_24;0
HH;942B;25_29;2
HH;942B;30_34;1
HH;942B;35_39;2
HH;942B;40_49;3
HH;942B;50_59;1
HH;942B;60_PL;1
HH;971;14_19;0
HH;971;20_24;1
HH;971;25_29;1
HH;971;30_34;0
HH;971;35_39;1
HH;971;40_49;1
HH;971;50_59;3
HH;971;60_PL;0
HH;972;14_19;0
HH;972;20_24;0
HH;972;25_29;0
HH;972;30_34;0
HH;972;35_39;0
HH;972;40_49;2
HH;972;50_59;1
HH;972;60_PL;0
HH;973;14_19;0
HH;973;20_24;0
HH;973;25_29;0
HH;973;30_34;0
HH;973;35_39;0
HH;973;40_49;0
HH;973;50_59;1
HH;973;60_PL;0
HH;974;14_19;0
HH;974;20_24;2
HH;974;25_29;8
HH;974;30_34;4
HH;974;35_39;2
HH;974;40_49;6
HH;974;50_59;7
HH;974;60_PL;1
HH;976;14_19;0
HH;976;20_24;0
HH;976;25_29;0
HH;976;30_34;0
HH;976;35_39;0
HH;976;40_49;0
HH;976;50_59;0
HH;976;60_PL;0
HH;1175;TOTAL;889
HH;1177;TOTAL;96
HH;1178;TOTAL;61
HH;1191;TOTAL;66
HH;1192;TOTAL;121
HH;1193;TOTAL;111
HH;1194;TOTAL;104
HH;1195;TOTAL;56
HH;2418;TOTAL;24
HH;2428;TOTAL;48
HH;2436;TOTAL;16
HH;2437;TOTAL;50
HH;2441;TOTAL;29
HH;2445;TOTAL;32
HH;2721;TOTAL;32
HH;2725;TOTAL;22
HH;2739;TOTAL;22
HH;2758;TOTAL;14
HH;2770;TOTAL;9
HH;2771;TOTAL;33
HH;2789;TOTAL;23
HH;2790;TOTAL;17
HH;2814;TOTAL;75
HH;2827;TOTAL;50
HH;2850;TOTAL;22
HH;2861;TOTAL;29
HH;2876;TOTAL;98
HH;3202;TOTAL;21
HH;3259;TOTAL;201
HH;3260;TOTAL;51
HH;3262;TOTAL;96
HH;3280;TOTAL;48
HH;4408;TOTAL;10
HH;4410;TOTAL;15
HH;4451;TOTAL;31
HH;4452;TOTAL;2
HH;4454;TOTAL;61
HH;4455;TOTAL;15
HH;4457;TOTAL;76
HH;4467;TOTAL;74
HH;4468;TOTAL;39
HH;4488;TOTAL;17
HH;5244;TOTAL;135
HH;5249;TOTAL;58
HH;5253;TOTAL;9
HH;5272;TOTAL;51
HH;5285;TOTAL;44
HH;5322;TOTAL;25
HH;5329;TOTAL;59
HH;5335;TOTAL;69
HH;5356;TOTAL;41
HH;7516;TOTAL;45
HH;7517;TOTAL;57
HH;7519;TOTAL;21
HH;7523;TOTAL;6
HH;7524;TOTAL;38
HH;7533;TOTAL;163
HH;7540;TOTAL;33
HH;7547;TOTAL;12
HH;7564;TOTAL;58
HH;7579;TOTAL;26
HH;7586;TOTAL;23
HH;7587;TOTAL;27
HH;7609;TOTAL;3
HH;7611;TOTAL;40
HH;7612;TOTAL;10
HH;7630;TOTAL;66
HH;7631;TOTAL;109
HH;7632;TOTAL;12
HH;7634;TOTAL;136
HH;7646;TOTAL;2
HH;7648;TOTAL;11
HH;7665;TOTAL;19
HH;7666;TOTAL;46
HH;7681;TOTAL;29
HH;7682;TOTAL;9
HH;8401;TOTAL;52
HH;8403;TOTAL;24
HH;8407;TOTAL;20
HH;8415;TOTAL;4
HH;8426;TOTAL;39
HH;8438;TOTAL;67
HH;8442;TOTAL;47
HH;8443;TOTAL;6
HH;8463;TOTAL;41
HH;8469;TOTAL;209
HH;8473;TOTAL;33
HH;8474;TOTAL;66
HH;9304;TOTAL;10
HH;9305;TOTAL;17
HH;9306;TOTAL;146
HH;9313;TOTAL;151
HH;9383;TOTAL;85
HH;9384;TOTAL;66
HH;942A;TOTAL;12
HH;942B;TOTAL;10
HH;971;TOTAL;7
HH;972;TOTAL;3
HH;973;TOTAL;1
HH;974;TOTAL;30
HH;976;TOTAL;0
HH;11XX;14_19;1
HH;11XX;20_24;48
HH;11XX;25_29;157
HH;11XX;30_34;244
HH;11XX;35_39;201
HH;11XX;40_49;379
HH;11XX;50_59;305
HH;11XX;60_PL;169
HH;24XX;14_19;0
HH;24XX;20_24;12
HH;24XX;25_29;28
HH;24XX;30_34;29
HH;24XX;35_39;37
HH;24XX;40_49;39
HH;24XX;50_59;30
HH;24XX;60_PL;24
HH;27XX;14_19;1
HH;27XX;20_24;5
HH;27XX;25_29;14
HH;27XX;30_34;36
HH;27XX;35_39;26
HH;27XX;40_49;40
HH;27XX;50_59;33
HH;27XX;60_PL;17
HH;28XX;14_19;0
HH;28XX;20_24;10
HH;28XX;25_29;30
HH;28XX;30_34;63
HH;28XX;35_39;41
HH;28XX;40_49;77
HH;28XX;50_59;38
HH;28XX;60_PL;15
HH;32XX;14_19;0
HH;32XX;20_24;9
HH;32XX;25_29;72
HH;32XX;30_34;92
HH;32XX;35_39;68
HH;32XX;40_49;97
HH;32XX;50_59;57
HH;32XX;60_PL;22
HH;44XX;14_19;0
HH;44XX;20_24;12
HH;44XX;25_29;52
HH;44XX;30_34;81
HH;44XX;35_39;60
HH;44XX;40_49;58
HH;44XX;50_59;50
HH;44XX;60_PL;27
HH;52XX;14_19;0
HH;52XX;20_24;9
HH;52XX;25_29;32
HH;52XX;30_34;46
HH;52XX;35_39;58
HH;52XX;40_49;74
HH;52XX;50_59;58
HH;52XX;60_PL;20
HH;53XX;14_19;0
HH;53XX;20_24;2
HH;53XX;25_29;31
HH;53XX;30_34;32
HH;53XX;35_39;29
HH;53XX;40_49;45
HH;53XX;50_59;37
HH;53XX;60_PL;18
HH;75XX;14_19;0
HH;75XX;20_24;21
HH;75XX;25_29;54
HH;75XX;30_34;90
HH;75XX;35_39;64
HH;75XX;40_49;134
HH;75XX;50_59;101
HH;75XX;60_PL;45
HH;76XX;14_19;0
HH;76XX;20_24;17
HH;76XX;25_29;40
HH;76XX;30_34;79
HH;76XX;35_39;65
HH;76XX;40_49;114
HH;76XX;50_59;121
HH;76XX;60_PL;56
HH;84XX;14_19;0
HH;84XX;20_24;22
HH;84XX;25_29;82
HH;84XX;30_34;129
HH;84XX;35_39;111
HH;84XX;40_49;128
HH;84XX;50_59;84
HH;84XX;60_PL;52
HH;93XX;14_19;0
HH;93XX;20_24;8
HH;93XX;25_29;49
HH;93XX;30_34;68
HH;93XX;35_39;78
HH;93XX;40_49;95
HH;93XX;50_59;111
HH;93XX;60_PL;66
HH;94XX;14_19;1
HH;94XX;20_24;0
HH;94XX;25_29;3
HH;94XX;30_34;5
HH;94XX;35_39;2
HH;94XX;40_49;3
HH;94XX;50_59;5
HH;94XX;60_PL;3
HH;97XX;14_19;0
HH;97XX;20_24;3
HH;97XX;25_29;9
HH;97XX;30_34;4
HH;97XX;35_39;3
HH;97XX;40_49;9
HH;97XX;50_59;12
HH;97XX;60_PL;1
HH;11XX;TOTAL;1504
HH;24XX;TOTAL;199
HH;27XX;TOTAL;172
HH;28XX;TOTAL;274
HH;32XX;TOTAL;417
HH;44XX;TOTAL;340
HH;52XX;TOTAL;297
HH;53XX;TOTAL;194
HH;75XX;TOTAL;509
HH;76XX;TOTAL;492
HH;84XX;TOTAL;608
HH;93XX;TOTAL;475
HH;94XX;TOTAL;22
HH;97XX;TOTAL;41
HH;FE;14_19;3
HH;FE;20_24;178
HH;FE;25_29;653
HH;FE;30_34;998
HH;FE;35_39;843
HH;FE;40_49;1292
HH;FE;50_59;1042
HH;FE;60_PL;535
HH;FE;TOTAL;5544
HH;FM;14_19;3
HH;FM;20_24;175
HH;FM;25_29;644
HH;FM;30_34;994
HH;FM;35_39;840
HH;FM;40_49;1283
HH;FM;50_59;1030
HH;FM;60_PL;534
HH;FM;TOTAL;5503
FF;1175;14_19;0
FF;1175;20_24;5
FF;1175;25_29;47
FF;1175;30_34;91
FF;1175;35_39;73
FF;1175;40_49;68
FF;1175;50_59;37
FF;1175;60_PL;28
FF;1177;14_19;0
FF;1177;20_24;5
FF;1177;25_29;16
FF;1177;30_34;21
FF;1177;35_39;22
FF;1177;40_49;9
FF;1177;50_59;5
FF;1177;60_PL;3
FF;1178;14_19;0
FF;1178;20_24;1
FF;1178;25_29;10
FF;1178;30_34;27
FF;1178;35_39;18
FF;1178;40_49;7
FF;1178;50_59;5
FF;1178;60_PL;3
FF;1191;14_19;0
FF;1191;20_24;2
FF;1191;25_29;14
FF;1191;30_34;25
FF;1191;35_39;19
FF;1191;40_49;9
FF;1191;50_59;11
FF;1191;60_PL;6
FF;1192;14_19;0
FF;1192;20_24;0
FF;1192;25_29;9
FF;1192;30_34;26
FF;1192;35_39;9
FF;1192;40_49;19
FF;1192;50_59;11
FF;1192;60_PL;7
FF;1193;14_19;0
FF;1193;20_24;6
FF;1193;25_29;11
FF;1193;30_34;14
FF;1193;35_39;9
FF;1193;40_49;13
FF;1193;50_59;8
FF;1193;60_PL;7
FF;1194;14_19;0
FF;1194;20_24;3
FF;1194;25_29;12
FF;1194;30_34;33
FF;1194;35_39;20
FF;1194;40_49;25
FF;1194;50_59;15
FF;1194;60_PL;7
FF;1195;14_19;0
FF;1195;20_24;3
FF;1195;25_29;7
FF;1195;30_34;14
FF;1195;35_39;10
FF;1195;40_49;5
FF;1195;50_59;3
FF;1195;60_PL;1
FF;2418;14_19;0
FF;2418;20_24;4
FF;2418;25_29;2
FF;2418;30_34;5
FF;2418;35_39;3
FF;2418;40_49;1
FF;2418;50_59;2
FF;2418;60_PL;1
FF;2428;14_19;0
FF;2428;20_24;2
FF;2428;25_29;7
FF;2428;30_34;5
FF;2428;35_39;3
FF;2428;40_49;6
FF;2428;50_59;6
FF;2428;60_PL;0
FF;2436;14_19;0
FF;2436;20_24;2
FF;2436;25_29;2
FF;2436;30_34;0
FF;2436;35_39;4
FF;2436;40_49;0
FF;2436;50_59;0
FF;2436;60_PL;0
FF;2437;14_19;0
FF;2437;20_24;2
FF;2437;25_29;11
FF;2437;30_34;12
FF;2437;35_39;9
FF;2437;40_49;6
FF;2437;50_59;2
FF;2437;60_PL;0
FF;2441;14_19;0
FF;2441;20_24;0
FF;2441;25_29;9
FF;2441;30_34;7
FF;2441;35_39;8
FF;2441;40_49;3
FF;2441;50_59;2
FF;2441;60_PL;0
FF;2445;14_19;0
FF;2445;20_24;0
FF;2445;25_29;14
FF;2445;30_34;11
FF;2445;35_39;13
FF;2445;40_49;5
FF;2445;50_59;8
FF;2445;60_PL;2
FF;2721;14_19;0
FF;2721;20_24;4
FF;2721;25_29;18
FF;2721;30_34;17
FF;2721;35_39;15
FF;2721;40_49;2
FF;2721;50_59;5
FF;2721;60_PL;2
FF;2725;14_19;0
FF;2725;20_24;2
FF;2725;25_29;12
FF;2725;30_34;13
FF;2725;35_39;5
FF;2725;40_49;8
FF;2725;50_59;3
FF;2725;60_PL;2
FF;2739;14_19;0
FF;2739;20_24;0
