TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
FF;2739;25_29;4
FF;2739;30_34;9
FF;2739;35_39;5
FF;2739;40_49;1
FF;2739;50_59;1
FF;2739;60_PL;0
FF;2758;14_19;0
FF;2758;20_24;0
FF;2758;25_29;5
FF;2758;30_34;3
FF;2758;35_39;0
FF;2758;40_49;2
FF;2758;50_59;4
FF;2758;60_PL;2
FF;2770;14_19;0
FF;2770;20_24;2
FF;2770;25_29;5
FF;2770;30_34;4
FF;2770;35_39;3
FF;2770;40_49;1
FF;2770;50_59;3
FF;2770;60_PL;2
FF;2771;14_19;0
FF;2771;20_24;5
FF;2771;25_29;16
FF;2771;30_34;15
FF;2771;35_39;9
FF;2771;40_49;12
FF;2771;50_59;4
FF;2771;60_PL;0
FF;2789;14_19;0
FF;2789;20_24;1
FF;2789;25_29;6
FF;2789;30_34;11
FF;2789;35_39;6
FF;2789;40_49;5
FF;2789;50_59;9
FF;2789;60_PL;8
FF;2790;14_19;0
FF;2790;20_24;0
FF;2790;25_29;6
FF;2790;30_34;4
FF;2790;35_39;2
FF;2790;40_49;0
FF;2790;50_59;0
FF;2790;60_PL;0
FF;2814;14_19;0
FF;2814;20_24;9
FF;2814;25_29;16
FF;2814;30_34;21
FF;2814;35_39;9
FF;2814;40_49;13
FF;2814;50_59;3
FF;2814;60_PL;7
FF;2827;14_19;0
FF;2827;20_24;3
FF;2827;25_29;20
FF;2827;30_34;14
FF;2827;35_39;10
FF;2827;40_49;10
FF;2827;50_59;0
FF;2827;60_PL;2
FF;2850;14_19;0
FF;2850;20_24;3
FF;2850;25_29;5
FF;2850;30_34;7
FF;2850;35_39;5
FF;2850;40_49;4
FF;2850;50_59;4
FF;2850;60_PL;8
FF;2861;14_19;0
FF;2861;20_24;2
FF;2861;25_29;8
FF;2861;30_34;8
FF;2861;35_39;2
FF;2861;40_49;5
FF;2861;50_59;4
FF;2861;60_PL;4
FF;2876;14_19;0
FF;2876;20_24;10
FF;2876;25_29;33
FF;2876;30_34;41
FF;2876;35_39;18
FF;2876;40_49;28
FF;2876;50_59;11
FF;2876;60_PL;6
FF;3202;14_19;0
FF;3202;20_24;1
FF;3202;25_29;10
FF;3202;30_34;11
FF;3202;35_39;6
FF;3202;40_49;6
FF;3202;50_59;2
FF;3202;60_PL;1
FF;3259;14_19;3
FF;3259;20_24;16
FF;3259;25_29;62
FF;3259;30_34;70
FF;3259;35_39;40
FF;3259;40_49;36
FF;3259;50_59;8
FF;3259;60_PL;6
FF;3260;14_19;0
FF;3260;20_24;1
FF;3260;25_29;7
FF;3260;30_34;9
FF;3260;35_39;5
FF;3260;40_49;21
FF;3260;50_59;1
FF;3260;60_PL;3
FF;3262;14_19;2
FF;3262;20_24;17
FF;3262;25_29;27
FF;3262;30_34;48
FF;3262;35_39;21
FF;3262;40_49;19
FF;3262;50_59;5
FF;3262;60_PL;7
FF;3280;14_19;0
FF;3280;20_24;6
FF;3280;25_29;9
FF;3280;30_34;7
FF;3280;35_39;7
FF;3280;40_49;2
FF;3280;50_59;3
FF;3280;60_PL;1
FF;4408;14_19;0
FF;4408;20_24;7
FF;4408;25_29;4
FF;4408;30_34;6
FF;4408;35_39;1
FF;4408;40_49;3
FF;4408;50_59;0
FF;4408;60_PL;0
FF;4410;14_19;0
FF;4410;20_24;0
FF;4410;25_29;5
FF;4410;30_34;3
FF;4410;35_39;3
FF;4410;40_49;3
FF;4410;50_59;0
FF;4410;60_PL;0
FF;4451;14_19;0
FF;4451;20_24;0
FF;4451;25_29;9
FF;4451;30_34;5
FF;4451;35_39;7
FF;4451;40_49;4
FF;4451;50_59;4
FF;4451;60_PL;2
FF;4452;14_19;0
FF;4452;20_24;2
FF;4452;25_29;1
FF;4452;30_34;3
FF;4452;35_39;1
FF;4452;40_49;5
FF;4452;50_59;1
FF;4452;60_PL;0
FF;4454;14_19;0
FF;4454;20_24;2
FF;4454;25_29;9
FF;4454;30_34;8
FF;4454;35_39;8
FF;4454;40_49;15
FF;4454;50_59;6
FF;4454;60_PL;1
FF;4455;14_19;0
FF;4455;20_24;1
FF;4455;25_29;6
FF;4455;30_34;8
FF;4455;35_39;4
FF;4455;40_49;2
FF;4455;50_59;2
FF;4455;60_PL;0
FF;4457;14_19;0
FF;4457;20_24;6
FF;4457;25_29;19
FF;4457;30_34;20
FF;4457;35_39;21
FF;4457;40_49;22
FF;4457;50_59;1
FF;4457;60_PL;1
FF;4467;14_19;0
FF;4467;20_24;6
FF;4467;25_29;18
FF;4467;30_34;16
FF;4467;35_39;16
FF;4467;40_49;9
FF;4467;50_59;9
FF;4467;60_PL;1
FF;4468;14_19;1
FF;4468;20_24;4
FF;4468;25_29;9
FF;4468;30_34;11
FF;4468;35_39;6
FF;4468;40_49;7
FF;4468;50_59;4
FF;4468;60_PL;1
FF;4488;14_19;0
FF;4488;20_24;2
FF;4488;25_29;9
FF;4488;30_34;4
FF;4488;35_39;7
FF;4488;40_49;3
FF;4488;50_59;0
FF;4488;60_PL;0
FF;5244;14_19;0
FF;5244;20_24;5
FF;5244;25_29;32
FF;5244;30_34;41
FF;5244;35_39;27
FF;5244;40_49;20
FF;5244;50_59;17
FF;5244;60_PL;8
FF;5249;14_19;1
FF;5249;20_24;9
FF;5249;25_29;23
FF;5249;30_34;21
FF;5249;35_39;16
FF;5249;40_49;17
FF;5249;50_59;12
FF;5249;60_PL;7
FF;5253;14_19;0
FF;5253;20_24;3
FF;5253;25_29;4
FF;5253;30_34;11
FF;5253;35_39;2
FF;5253;40_49;0
FF;5253;50_59;3
FF;5253;60_PL;0
FF;5272;14_19;0
FF;5272;20_24;5
FF;5272;25_29;12
FF;5272;30_34;8
FF;5272;35_39;5
FF;5272;40_49;5
FF;5272;50_59;4
FF;5272;60_PL;3
FF;5285;14_19;0
FF;5285;20_24;2
FF;5285;25_29;8
FF;5285;30_34;13
FF;5285;35_39;5
FF;5285;40_49;13
FF;5285;50_59;3
FF;5285;60_PL;1
FF;5322;14_19;0
FF;5322;20_24;3
FF;5322;25_29;8
FF;5322;30_34;8
FF;5322;35_39;4
FF;5322;40_49;5
FF;5322;50_59;2
FF;5322;60_PL;2
FF;5329;14_19;0
FF;5329;20_24;2
FF;5329;25_29;14
FF;5329;30_34;14
FF;5329;35_39;13
FF;5329;40_49;18
FF;5329;50_59;17
FF;5329;60_PL;6
FF;5335;14_19;0
FF;5335;20_24;7
FF;5335;25_29;18
FF;5335;30_34;21
FF;5335;35_39;17
FF;5335;40_49;8
FF;5335;50_59;9
FF;5335;60_PL;2
FF;5356;14_19;1
FF;5356;20_24;3
FF;5356;25_29;9
FF;5356;30_34;19
FF;5356;35_39;6
FF;5356;40_49;13
FF;5356;50_59;10
FF;5356;60_PL;2
FF;7516;14_19;0
FF;7516;20_24;2
FF;7516;25_29;9
FF;7516;30_34;7
FF;7516;35_39;4
FF;7516;40_49;4
FF;7516;50_59;3
FF;7516;60_PL;0
FF;7517;14_19;0
FF;7517;20_24;4
FF;7517;25_29;20
FF;7517;30_34;15
FF;7517;35_39;11
FF;7517;40_49;16
FF;7517;50_59;13
FF;7517;60_PL;12
FF;7519;14_19;0
FF;7519;20_24;2
FF;7519;25_29;6
FF;7519;30_34;4
FF;7519;35_39;3
FF;7519;40_49;1
FF;7519;50_59;2
FF;7519;60_PL;2
FF;7523;14_19;0
FF;7523;20_24;0
FF;7523;25_29;2
FF;7523;30_34;4
FF;7523;35_39;1
FF;7523;40_49;0
FF;7523;50_59;2
FF;7523;60_PL;1
FF;7524;14_19;1
FF;7524;20_24;1
FF;7524;25_29;6
FF;7524;30_34;9
FF;7524;35_39;4
FF;7524;40_49;2
FF;7524;50_59;2
FF;7524;60_PL;0
FF;7533;14_19;1
FF;7533;20_24;6
FF;7533;25_29;43
FF;7533;30_34;63
FF;7533;35_39;46
FF;7533;40_49;44
FF;7533;50_59;17
FF;7533;60_PL;7
FF;7540;14_19;0
FF;7540;20_24;1
FF;7540;25_29;7
FF;7540;30_34;11
FF;7540;35_39;8
FF;7540;40_49;4
FF;7540;50_59;3
FF;7540;60_PL;0
FF;7547;14_19;0
FF;7547;20_24;1
FF;7547;25_29;14
FF;7547;30_34;5
FF;7547;35_39;3
FF;7547;40_49;9
FF;7547;50_59;1
FF;7547;60_PL;2
FF;7564;14_19;0
FF;7564;20_24;7
FF;7564;25_29;8
FF;7564;30_34;18
FF;7564;35_39;9
FF;7564;40_49;10
FF;7564;50_59;11
FF;7564;60_PL;1
FF;7579;14_19;0
FF;7579;20_24;2
FF;7579;25_29;10
FF;7579;30_34;7
FF;7579;35_39;6
FF;7579;40_49;6
FF;7579;50_59;6
FF;7579;60_PL;3
FF;7586;14_19;0
FF;7586;20_24;3
FF;7586;25_29;12
FF;7586;30_34;11
FF;7586;35_39;6
FF;7586;40_49;7
FF;7586;50_59;7
FF;7586;60_PL;3
FF;7587;14_19;0
FF;7587;20_24;1
FF;7587;25_29;9
FF;7587;30_34;5
FF;7587;35_39;6
FF;7587;40_49;5
FF;7587;50_59;2
FF;7587;60_PL;2
FF;7609;14_19;0
FF;7609;20_24;0
FF;7609;25_29;1
FF;7609;30_34;3
FF;7609;35_39;5
FF;7609;40_49;2
FF;7609;50_59;0
FF;7609;60_PL;3
FF;7611;14_19;0
FF;7611;20_24;0
FF;7611;25_29;6
FF;7611;30_34;15
FF;7611;35_39;3
FF;7611;40_49;4
FF;7611;50_59;7
FF;7611;60_PL;6
FF;7612;14_19;0
FF;7612;20_24;2
FF;7612;25_29;3
FF;7612;30_34;6
FF;7612;35_39;1
FF;7612;40_49;4
FF;7612;50_59;0
FF;7612;60_PL;0
FF;7630;14_19;0
FF;7630;20_24;5
FF;7630;25_29;24
FF;7630;30_34;14
FF;7630;35_39;8
FF;7630;40_49;14
FF;7630;50_59;10
FF;7630;60_PL;11
FF;7631;14_19;0
FF;7631;20_24;7
FF;7631;25_29;17
FF;7631;30_34;32
FF;7631;35_39;29
FF;7631;40_49;22
FF;7631;50_59;6
FF;7631;60_PL;5
FF;7632;14_19;0
FF;7632;20_24;0
FF;7632;25_29;0
FF;7632;30_34;0
FF;7632;35_39;1
FF;7632;40_49;3
FF;7632;50_59;6
FF;7632;60_PL;0
FF;7634;14_19;0
FF;7634;20_24;6
FF;7634;25_29;31
FF;7634;30_34;38
FF;7634;35_39;30
FF;7634;40_49;23
FF;7634;50_59;12
FF;7634;60_PL;3
FF;7646;14_19;0
FF;7646;20_24;1
FF;7646;25_29;7
FF;7646;30_34;1
FF;7646;35_39;1
FF;7646;40_49;2
FF;7646;50_59;1
FF;7646;60_PL;1
FF;7648;14_19;0
FF;7648;20_24;0
FF;7648;25_29;0
FF;7648;30_34;0
FF;7648;35_39;0
FF;7648;40_49;0
FF;7648;50_59;0
FF;7648;60_PL;0
FF;7665;14_19;0
FF;7665;20_24;0
FF;7665;25_29;6
FF;7665;30_34;0
FF;7665;35_39;2
FF;7665;40_49;2
FF;7665;50_59;4
FF;7665;60_PL;1
FF;7666;14_19;0
FF;7666;20_24;1
FF;7666;25_29;13
FF;7666;30_34;11
FF;7666;35_39;11
FF;7666;40_49;10
FF;7666;50_59;10
FF;7666;60_PL;1
FF;7681;14_19;0
FF;7681;20_24;1
FF;7681;25_29;5
FF;7681;30_34;9
FF;7681;35_39;5
FF;7681;40_49;0
FF;7681;50_59;3
FF;7681;60_PL;3
FF;7682;14_19;0
FF;7682;20_24;4
FF;7682;25_29;8
FF;7682;30_34;3
FF;7682;35_39;2
FF;7682;40_49;2
FF;7682;50_59;1
FF;7682;60_PL;0
FF;8401;14_19;0
FF;8401;20_24;4
FF;8401;25_29;11
FF;8401;30_34;21
FF;8401;35_39;11
FF;8401;40_49;14
FF;8401;50_59;2
FF;8401;60_PL;2
FF;8403;14_19;0
FF;8403;20_24;0
FF;8403;25_29;6
FF;8403;30_34;8
FF;8403;35_39;4
FF;8403;40_49;3
FF;8403;50_59;2
FF;8403;60_PL;2
FF;8407;14_19;0
FF;8407;20_24;0
FF;8407;25_29;9
FF;8407;30_34;12
FF;8407;35_39;6
FF;8407;40_49;5
FF;8407;50_59;7
FF;8407;60_PL;1
FF;8415;14_19;0
FF;8415;20_24;0
FF;8415;25_29;1
FF;8415;30_34;3
FF;8415;35_39;1
FF;8415;40_49;0
FF;8415;50_59;0
FF;8415;60_PL;1
FF;8426;14_19;0
FF;8426;20_24;8
FF;8426;25_29;19
FF;8426;30_34;9
FF;8426;35_39;7
FF;8426;40_49;15
FF;8426;50_59;8
FF;8426;60_PL;6
FF;8438;14_19;0
FF;8438;20_24;6
FF;8438;25_29;18
FF;8438;30_34;21
FF;8438;35_39;14
FF;8438;40_49;17
FF;8438;50_59;5
FF;8438;60_PL;5
FF;8442;14_19;0
FF;8442;20_24;3
FF;8442;25_29;18
FF;8442;30_34;15
FF;8442;35_39;9
FF;8442;40_49;12
FF;8442;50_59;9
FF;8442;60_PL;0
FF;8443;14_19;0
FF;8443;20_24;3
FF;8443;25_29;2
FF;8443;30_34;6
FF;8443;35_39;3
FF;8443;40_49;4
FF;8443;50_59;3
FF;8443;60_PL;0
FF;8463;14_19;0
FF;8463;20_24;2
FF;8463;25_29;9
FF;8463;30_34;9
FF;8463;35_39;11
FF;8463;40_49;7
FF;8463;50_59;5
FF;8463;60_PL;2
FF;8469;14_19;1
FF;8469;20_24;6
FF;8469;25_29;37
FF;8469;30_34;58
FF;8469;35_39;27
FF;8469;40_49;36
FF;8469;50_59;17
FF;8469;60_PL;7
FF;8473;14_19;0
FF;8473;20_24;1
FF;8473;25_29;4
FF;8473;30_34;11
FF;8473;35_39;10
FF;8473;40_49;7
FF;8473;50_59;3
FF;8473;60_PL;4
FF;8474;14_19;0
FF;8474;20_24;2
FF;8474;25_29;24
FF;8474;30_34;21
FF;8474;35_39;9
FF;8474;40_49;11
FF;8474;50_59;6
FF;8474;60_PL;2
FF;9304;14_19;0
FF;9304;20_24;1
FF;9304;25_29;3
FF;9304;30_34;2
FF;9304;35_39;2
FF;9304;40_49;2
FF;9304;50_59;0
FF;9304;60_PL;0
FF;9305;14_19;0
FF;9305;20_24;0
FF;9305;25_29;4
FF;9305;30_34;3
FF;9305;35_39;1
FF;9305;40_49;0
FF;9305;50_59;1
FF;9305;60_PL;3
FF;9306;14_19;0
FF;9306;20_24;5
FF;9306;25_29;16
FF;9306;30_34;23
FF;9306;35_39;21
FF;9306;40_49;17
FF;9306;50_59;6
FF;9306;60_PL;5
FF;9313;14_19;0
FF;9313;20_24;18
FF;9313;25_29;35
FF;9313;30_34;56
FF;9313;35_39;25
FF;9313;40_49;24
FF;9313;50_59;18
FF;9313;60_PL;13
FF;9383;14_19;0
FF;9383;20_24;3
FF;9383;25_29;26
FF;9383;30_34;26
FF;9383;35_39;17
FF;9383;40_49;12
FF;9383;50_59;3
FF;9383;60_PL;11
FF;9384;14_19;0
FF;9384;20_24;3
FF;9384;25_29;18
FF;9384;30_34;20
FF;9384;35_39;13
FF;9384;40_49;7
FF;9384;50_59;6
FF;9384;60_PL;4
FF;942A;14_19;0
FF;942A;20_24;1
FF;942A;25_29;2
FF;942A;30_34;3
FF;942A;35_39;2
FF;942A;40_49;1
FF;942A;50_59;1
FF;942A;60_PL;1
FF;942B;14_19;0
FF;942B;20_24;0
FF;942B;25_29;1
FF;942B;30_34;1
FF;942B;35_39;1
FF;942B;40_49;1
FF;942B;50_59;0
FF;942B;60_PL;0
FF;971;14_19;0
FF;971;20_24;0
FF;971;25_29;0
FF;971;30_34;0
FF;971;35_39;0
FF;971;40_49;0
FF;971;50_59;0
FF;971;60_PL;0
FF;972;14_19;0
FF;972;20_24;0
FF;972;25_29;0
FF;972;30_34;3
FF;972;35_39;1
FF;972;40_49;2
FF;972;50_59;0
FF;972;60_PL;0
FF;973;14_19;0
FF;973;20_24;0
FF;973;25_29;0
FF;973;30_34;1
FF;973;35_39;1
FF;973;40_49;0
FF;973;50_59;0
FF;973;60_PL;0
FF;974;14_19;0
FF;974;20_24;4
FF;974;25_29;8
FF;974;30_34;9
FF;974;35_39;8
FF;974;40_49;9
FF;974;50_59;7
FF;974;60_PL;0
FF;976;14_19;0
FF;976;20_24;0
FF;976;25_29;0
FF;976;30_34;0
FF;976;35_39;0
FF;976;40_49;0
FF;976;50_59;0
FF;976;60_PL;0
FF;1175;TOTAL;349
FF;1177;TOTAL;81
FF;1178;TOTAL;71
FF;1191;TOTAL;86
FF;1192;TOTAL;81
FF;1193;TOTAL;68
FF;1194;TOTAL;115
FF;1195;TOTAL;43
FF;2418;TOTAL;18
FF;2428;TOTAL;29
FF;2436;TOTAL;8
FF;2437;TOTAL;42
FF;2441;TOTAL;29
FF;2445;TOTAL;53
FF;2721;TOTAL;63
FF;2725;TOTAL;45
FF;2739;TOTAL;20
FF;2758;TOTAL;16
FF;2770;TOTAL;20
FF;2771;TOTAL;61
FF;2789;TOTAL;46
FF;2790;TOTAL;12
FF;2814;TOTAL;78
FF;2827;TOTAL;59
FF;2850;TOTAL;36
FF;2861;TOTAL;33
FF;2876;TOTAL;147
FF;3202;TOTAL;37
FF;3259;TOTAL;241
FF;3260;TOTAL;47
FF;3262;TOTAL;146
FF;3280;TOTAL;35
FF;4408;TOTAL;21
FF;4410;TOTAL;14
FF;4451;TOTAL;31
FF;4452;TOTAL;13
FF;4454;TOTAL;49
FF;4455;TOTAL;23
FF;4457;TOTAL;90
FF;4467;TOTAL;75
FF;4468;TOTAL;43
FF;4488;TOTAL;25
FF;5244;TOTAL;150
FF;5249;TOTAL;106
FF;5253;TOTAL;23
FF;5272;TOTAL;42
FF;5285;TOTAL;45
FF;5322;TOTAL;32
FF;5329;TOTAL;84
FF;5335;TOTAL;82
FF;5356;TOTAL;63
FF;7516;TOTAL;29
FF;7517;TOTAL;91
FF;7519;TOTAL;20
FF;7523;TOTAL;10
FF;7524;TOTAL;25
FF;7533;TOTAL;227
FF;7540;TOTAL;34
FF;7547;TOTAL;35
FF;7564;TOTAL;64
FF;7579;TOTAL;40
FF;7586;TOTAL;49
FF;7587;TOTAL;30
FF;7609;TOTAL;14
FF;7611;TOTAL;41
FF;7612;TOTAL;16
FF;7630;TOTAL;86
FF;7631;TOTAL;118
FF;7632;TOTAL;10
FF;7634;TOTAL;143
FF;7646;TOTAL;14
FF;7648;TOTAL;0
FF;7665;TOTAL;15
FF;7666;TOTAL;57
FF;7681;TOTAL;26
FF;7682;TOTAL;20
FF;8401;TOTAL;65
FF;8403;TOTAL;25
FF;8407;TOTAL;40
FF;8415;TOTAL;6
FF;8426;TOTAL;72
FF;8438;TOTAL;86
FF;8442;TOTAL;66
FF;8443;TOTAL;21
FF;8463;TOTAL;45
FF;8469;TOTAL;189
FF;8473;TOTAL;40
FF;8474;TOTAL;75
FF;9304;TOTAL;10
FF;9305;TOTAL;12
FF;9306;TOTAL;93
FF;9313;TOTAL;189
FF;9383;TOTAL;98
FF;9384;TOTAL;71
FF;942A;TOTAL;11
FF;942B;TOTAL;4
FF;971;TOTAL;0
FF;972;TOTAL;6
FF;973;TOTAL;2
FF;974;TOTAL;45
FF;976;TOTAL;0
FF;11XX;14_19;0
FF;11XX;20_24;25
FF;11XX;25_29;126
FF;11XX;30_34;251
FF;11XX;35_39;180
FF;11XX;40_49;155
FF;11XX;50_59;95
FF;11XX;60_PL;62
FF;24XX;14_19;0
FF;24XX;20_24;10
FF;24XX;25_29;45
FF;24XX;30_34;40
FF;24XX;35_39;40
FF;24XX;40_49;21
FF;24XX;50_59;20
FF;24XX;60_PL;3
FF;27XX;14_19;0
FF;27XX;20_24;14
FF;27XX;25_29;72
FF;27XX;30_34;76
FF;27XX;35_39;45
FF;27XX;40_49;31
FF;27XX;50_59;29
FF;27XX;60_PL;16
FF;28XX;14_19;0
FF;28XX;20_24;27
FF;28XX;25_29;82
FF;28XX;30_34;91
FF;28XX;35_39;44
FF;28XX;40_49;60
FF;28XX;50_59;22
FF;28XX;60_PL;27
FF;32XX;14_19;5
FF;32XX;20_24;41
FF;32XX;25_29;115
FF;32XX;30_34;145
FF;32XX;35_39;79
FF;32XX;40_49;84
FF;32XX;50_59;19
FF;32XX;60_PL;18
FF;44XX;14_19;1
FF;44XX;20_24;30
FF;44XX;25_29;89
FF;44XX;30_34;84
FF;44XX;35_39;74
FF;44XX;40_49;73
FF;44XX;50_59;27
FF;44XX;60_PL;6
FF;52XX;14_19;1
FF;52XX;20_24;24
FF;52XX;25_29;79
FF;52XX;30_34;94
FF;52XX;35_39;55
FF;52XX;40_49;55
FF;52XX;50_59;39
FF;52XX;60_PL;19
FF;53XX;14_19;1
FF;53XX;20_24;15
FF;53XX;25_29;49
FF;53XX;30_34;62
FF;53XX;35_39;40
FF;53XX;40_49;44
FF;53XX;50_59;38
FF;53XX;60_PL;12
FF;75XX;14_19;2
FF;75XX;20_24;30
FF;75XX;25_29;146
FF;75XX;30_34;159
FF;75XX;35_39;107
FF;75XX;40_49;108
FF;75XX;50_59;69
FF;75XX;60_PL;33
FF;76XX;14_19;0
FF;76XX;20_24;27
FF;76XX;25_29;121
FF;76XX;30_34;132
FF;76XX;35_39;98
FF;76XX;40_49;88
FF;76XX;50_59;60
FF;76XX;60_PL;34
FF;84XX;14_19;1
FF;84XX;20_24;35
FF;84XX;25_29;158
FF;84XX;30_34;194
FF;84XX;35_39;112
FF;84XX;40_49;131
FF;84XX;50_59;67
FF;84XX;60_PL;32
FF;93XX;14_19;0
FF;93XX;20_24;30
FF;93XX;25_29;102
FF;93XX;30_34;130
FF;93XX;35_39;79
FF;93XX;40_49;62
FF;93XX;50_59;34
FF;93XX;60_PL;36
FF;94XX;14_19;0
FF;94XX;20_24;1
FF;94XX;25_29;3
FF;94XX;30_34;4
FF;94XX;35_39;3
FF;94XX;40_49;2
FF;94XX;50_59;1
FF;94XX;60_PL;1
FF;97XX;14_19;0
FF;97XX;20_24;4
FF;97XX;25_29;8
FF;97XX;30_34;13
FF;97XX;35_39;10
FF;97XX;40_49;11
FF;97XX;50_59;7
FF;97XX;60_PL;0
FF;11XX;TOTAL;894
FF;24XX;TOTAL;179
FF;27XX;TOTAL;283
FF;28XX;TOTAL;353
FF;32XX;TOTAL;506
FF;44XX;TOTAL;384
FF;52XX;TOTAL;366
FF;53XX;TOTAL;261
FF;75XX;TOTAL;654
FF;76XX;TOTAL;560
FF;84XX;TOTAL;730
FF;93XX;TOTAL;473
FF;94XX;TOTAL;15
FF;97XX;TOTAL;53
FF;FE;14_19;11
FF;FE;20_24;313
FF;FE;25_29;1195
FF;FE;30_34;1475
FF;FE;35_39;966
FF;FE;40_49;925
FF;FE;50_59;527
FF;FE;60_PL;299
FF;FE;TOTAL;5711
FF;FM;14_19;11
FF;FM;20_24;309
FF;FM;25_29;1187
FF;FM;30_34;1462
FF;FM;35_39;956
FF;FM;40_49;914
FF;FM;50_59;520
FF;FM;60_PL;299
FF;FM;TOTAL;5658
